chunk_id,source_type,document,model,prompt_type,question,answer,Correctness,Question_Relevance,Information_Coverage
53,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is one recommended policy action related to promoting secure-by-design AI technologies and applications?,"Continue to refine DOD’s Responsible AI and Generative AI Frameworks, Roadmaps, and Toolkits.",,,
54,macro_policy,Action_plan,gemini-2.5-flash,baseline,Who should lead the establishment of an AI Information Sharing and Analysis Center (AI-ISAC)?,"DHS, in collaboration with CAISI at DOC and the Office of the National Cyber Director.",,,
55,macro_policy,Action_plan,gemini-2.5-flash,baseline,What should the U.S. government promote to prepare for potential failures in AI systems?,The U.S. government should promote the development and incorporation of AI Incident Response actions into existing incident response doctrine and best-practices for both the public and private sectors.,,,
56,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is a potential negative consequence of AI in biology?,It could create new pathways for malicious actors to synthesize harmful pathogens and other biomolecules.,,,
57,Wiki,Neural_network,gemini-2.5-flash,baseline,What are the connected units or nodes in a neural network called?,Artificial neurons.,,,
58,Wiki,Neural_network,gemini-2.5-flash,baseline,What is connectionist computing?,Connectionist computing does not separate memory and processing.,,,
59,Wiki,Neural_network,gemini-2.5-flash,baseline,Who published the Group method of data handling?,Alexey Ivakhnenko and Valentin Lapa.,,,
60,Wiki,Neural_network,gemini-2.5-flash,baseline,When was transfer learning introduced?,In 1976.,,,
61,Wiki,Neural_network,gemini-2.5-flash,baseline,What was LeNet-5 used for?,LeNet-5 was used by several banks to recognize hand-written numbers on checks digitized in 32x32 pixel images.,,,
62,Wiki,Neural_network,gemini-2.5-flash,baseline,What problem did Sepp Hochreiter's diploma thesis identify and analyze in 1991?,The vanishing gradient problem.,,,
63,Wiki,Neural_network,gemini-2.5-flash,baseline,Who originally published the GAN principle?,Jürgen Schmidhuber,,,
64,Wiki,Neural_network,gemini-2.5-flash,baseline,What determines the strength of one node's influence on another?,The weight of the connection.,,,
65,Wiki,Neural_network,gemini-2.5-flash,baseline,What is backpropagation used for in artificial neural networks?,Backpropagation is a method used to adjust the connection weights to compensate for each error found during learning.,,,
66,Wiki,Neural_network,gemini-2.5-flash,baseline,What are the three main learning paradigms in machine learning?,"Supervised learning, unsupervised learning, and reinforcement learning.",,,
67,Wiki,Neural_network,gemini-2.5-flash,baseline,What is the purpose of ANNs in reinforcement learning applications?,ANNs serve as the learning component in such applications.,,,
68,Wiki,Neural_network,gemini-2.5-flash,baseline,What is a common compromise between stochastic and batch learning?,"A common compromise is to use ""mini-batches"", small batches with samples in each batch.",,,
69,Wiki,Neural_network,gemini-2.5-flash,baseline,What are two available systems for Neural Architecture Search (NAS)?,AutoML and AutoKeras.,,,
70,Wiki,Neural_network,gemini-2.5-flash,baseline,What are the parameters for the training function provided in the Python code snippet?,"The training dataset (X, y), number of hidden layer units (n_hidden), learning rate, and number of iterations (n_iter).",,,
71,Wiki,Neural_network,gemini-2.5-flash,baseline,What two quantities are minimized in statistical learning theory to achieve generalization?,The 'empirical risk' and the 'structural risk'.,,,
72,Wiki,Neural_network,gemini-2.5-flash,baseline,What are some fields where Artificial Neural Networks (ANNs) have a broad range of applications?,"Image processing, speech recognition, natural language processing, finance, and medicine.",,,
73,Wiki,Neural_network,gemini-2.5-flash,baseline,What types of tasks are ANNs employed for in computer vision?,"ANNs are employed in computer vision tasks such as image classification, object recognition, and image segmentation.",,,
74,Wiki,Neural_network,gemini-2.5-flash,baseline,What are ANNs used for in natural language processing?,"In natural language processing, ANNs are used for tasks such as text classification, sentiment analysis, and machine translation.",,,
75,Wiki,Neural_network,gemini-2.5-flash,baseline,"What is a common criticism of neural networks, especially in robotics?",They require too many training samples for real-world operation.,,,
76,Wiki,Neural_network,gemini-2.5-flash,baseline,What kind of architecture may require vast amounts of memory and storage to simulate even a simplified neuron?,Von Neumann architecture.,,,
77,Wiki,Neural_network,gemini-2.5-flash,baseline,What is concept drift?,Concept drift is when the statistical properties of the input data in real-world applications of neural networks change over time.,,,
78,Wiki,Neural_network,gemini-2.5-flash,baseline,"What can be more easily analyzed, according to the text?",Analyzing what has been learned by an ANN.,,,
79,Wiki,Climate_change,gemini-2.5-flash,baseline,What is responsible for the modern-day rise in global temperatures?,"Human activities, especially fossil fuel (coal, oil, and natural gas) burning since the Industrial Revolution.",,,
80,Wiki,Climate_change,gemini-2.5-flash,baseline,What was the global average temperature in 2024 compared to when regular tracking began in 1850?,+1.60 °C (2.88 °F) warmer.,,,
81,Wiki,Climate_change,gemini-2.5-flash,baseline,When did thermometer records begin to provide global coverage?,Around 1850.,,,
82,Wiki,Climate_change,gemini-2.5-flash,baseline,Why has the average surface temperature over land regions increased almost twice as fast as the global average surface temperature since the pre-industrial period?,Oceans lose more heat by evaporation and oceans can store a lot of heat.,,,
83,Wiki,Climate_change,gemini-2.5-flash,baseline,What is the approximate percentage contribution of water vapor to the greenhouse effect?,≈50%,,,
84,Wiki,Climate_change,gemini-2.5-flash,baseline,What percentage of global human-caused greenhouse gas emissions in 2019 was methane?,18%,,,
